Issue_ID,Business_Unit,Issue_Type,Risk_Level,Date_Opened,Days_Open,SLA_Limit,SLA_Status,Remediation_Status
ISSUE-58585,Corporate Banking,Fraud,Low,2026-07-17,36,60,On-Track,In Progress
ISSUE-21234,Corporate Banking,KYC,High,2026-06-14,15,15,On-Track,Closed
ISSUE-11346,Investment Banking,KYC,High,2026-07-13,40,15,Breached,Open
ISSUE-13163,Retail Banking,AML,Medium,2026-07-20,33,30,Breached,In Progress
ISSUE-90357,Credit Cards,KYC,High,2026-04-25,119,15,Breached,In Progress
ISSUE-13733,Investment Banking,KYC,High,2026-05-20,94,15,Breached,In Progress
ISSUE-92315,Wealth Management,KYC,Medium,2026-07-02,10,30,On-Track,Closed
ISSUE-10678,Retail Banking,Sanctions,Medium,2026-07-21,26,30,On-Track,Closed
ISSUE-32024,Credit Cards,Sanctions,Medium,2026-04-24,34,30,Breached,Closed
ISSUE-67709,Corporate Banking,Fraud,Medium,2026-05-18,96,30,Breached,In Progress
ISSUE-60010,Retail Banking,Sanctions,Medium,2026-05-29,35,30,Breached,Closed
ISSUE-48942,Investment Banking,Transaction Monitoring,Low,2026-05-16,98,60,Breached,Open
ISSUE-57926,Investment Banking,Sanctions,Medium,2026-07-20,33,30,Breached,Open
ISSUE-74242,Credit Cards,Transaction Monitoring,High,2026-07-17,15,15,On-Track,Closed
ISSUE-83050,Investment Banking,AML,Medium,2026-08-13,9,30,On-Track,Open
ISSUE-54267,Investment Banking,Transaction Monitoring,High,2026-07-15,38,15,Breached,Open
ISSUE-57119,Retail Banking,AML,Low,2026-06-04,15,60,On-Track,Closed
ISSUE-84000,Retail Banking,Transaction Monitoring,High,2026-04-26,118,15,Breached,Open
ISSUE-14597,Wealth Management,AML,High,2026-04-29,115,15,Breached,Open
ISSUE-66646,Wealth Management,Fraud,High,2026-05-30,12,15,On-Track,Closed
ISSUE-14043,Wealth Management,Sanctions,High,2026-07-23,30,15,Breached,Open
ISSUE-74029,Wealth Management,KYC,Medium,2026-06-21,3,30,On-Track,Closed
ISSUE-38411,Credit Cards,Sanctions,High,2026-06-29,54,15,Breached,Open
ISSUE-93892,Wealth Management,Sanctions,Low,2026-08-15,7,60,On-Track,In Progress
ISSUE-50769,Retail Banking,Sanctions,Low,2026-06-24,59,60,On-Track,Open
ISSUE-73511,Investment Banking,Fraud,Medium,2026-06-12,71,30,Breached,In Progress
ISSUE-27024,Wealth Management,Transaction Monitoring,High,2026-05-08,11,15,On-Track,Closed
ISSUE-86300,Investment Banking,Fraud,Low,2026-07-26,27,60,On-Track,Open
ISSUE-34785,Corporate Banking,AML,High,2026-05-28,86,15,Breached,In Progress
ISSUE-40197,Investment Banking,Transaction Monitoring,Low,2026-05-22,13,60,On-Track,Closed
ISSUE-74245,Retail Banking,Sanctions,Medium,2026-06-07,76,30,Breached,In Progress
ISSUE-45787,Retail Banking,Transaction Monitoring,Medium,2026-07-17,36,30,Breached,Open
ISSUE-35764,Wealth Management,Sanctions,Low,2026-07-24,47,60,On-Track,Closed
ISSUE-87721,Wealth Management,Transaction Monitoring,High,2026-07-27,14,15,On-Track,Closed
ISSUE-49829,Credit Cards,Transaction Monitoring,High,2026-06-28,55,15,Breached,Open
ISSUE-52696,Retail Banking,KYC,Low,2026-07-29,24,60,On-Track,Open
ISSUE-40887,Investment Banking,Sanctions,Low,2026-06-21,62,60,Breached,Open
ISSUE-93664,Corporate Banking,Transaction Monitoring,Medium,2026-05-30,84,30,Breached,In Progress
ISSUE-72761,Investment Banking,Sanctions,High,2026-06-09,14,15,On-Track,Closed
ISSUE-28145,Investment Banking,AML,High,2026-06-04,5,15,On-Track,Closed
ISSUE-63494,Wealth Management,AML,Medium,2026-06-03,80,30,Breached,In Progress
ISSUE-72107,Wealth Management,Fraud,High,2026-05-17,97,15,Breached,Open
ISSUE-89996,Wealth Management,Fraud,Medium,2026-06-17,66,30,Breached,In Progress
ISSUE-95846,Corporate Banking,Sanctions,Medium,2026-07-10,27,30,On-Track,Closed
ISSUE-88765,Retail Banking,KYC,Medium,2026-06-15,68,30,Breached,In Progress
ISSUE-36528,Retail Banking,Fraud,Low,2026-05-03,65,60,Breached,Closed
ISSUE-41757,Corporate Banking,Sanctions,High,2026-06-20,63,15,Breached,Open
ISSUE-59126,Investment Banking,Sanctions,High,2026-07-13,40,15,Breached,Open
ISSUE-31019,Corporate Banking,Sanctions,Low,2026-06-25,58,60,On-Track,Open
ISSUE-40144,Wealth Management,Fraud,High,2026-05-01,113,15,Breached,Open
ISSUE-78556,Investment Banking,Transaction Monitoring,High,2026-05-29,85,15,Breached,In Progress
ISSUE-70542,Credit Cards,KYC,High,2026-05-19,18,15,Breached,Closed
ISSUE-89736,Retail Banking,Fraud,Medium,2026-07-09,44,30,Breached,In Progress
ISSUE-14807,Retail Banking,KYC,Low,2026-08-21,1,60,On-Track,Open
ISSUE-92687,Retail Banking,AML,Low,2026-07-19,34,60,On-Track,Open
ISSUE-22891,Corporate Banking,Sanctions,High,2026-06-18,16,15,Breached,Closed
ISSUE-87128,Retail Banking,Sanctions,High,2026-05-07,107,15,Breached,Open
ISSUE-37269,Wealth Management,Sanctions,Low,2026-06-12,71,60,Breached,Open
ISSUE-44231,Retail Banking,Sanctions,Low,2026-08-19,3,60,On-Track,Open
ISSUE-20756,Credit Cards,Transaction Monitoring,High,2026-06-24,59,15,Breached,In Progress
ISSUE-99861,Investment Banking,Sanctions,High,2026-08-12,10,15,On-Track,In Progress
ISSUE-65876,Retail Banking,AML,High,2026-07-02,51,15,Breached,Open
ISSUE-14077,Corporate Banking,Sanctions,Medium,2026-08-19,3,30,On-Track,Open
ISSUE-32664,Investment Banking,Transaction Monitoring,Low,2026-05-18,57,60,On-Track,Closed
ISSUE-63280,Investment Banking,Transaction Monitoring,High,2026-07-24,29,15,Breached,In Progress
ISSUE-64673,Retail Banking,AML,High,2026-08-16,6,15,On-Track,Open
ISSUE-62000,Retail Banking,Sanctions,Low,2026-05-02,4,60,On-Track,Closed
ISSUE-65112,Wealth Management,KYC,High,2026-06-04,79,15,Breached,In Progress
ISSUE-91438,Retail Banking,AML,Medium,2026-07-24,13,30,On-Track,Closed
ISSUE-67799,Wealth Management,AML,Low,2026-08-21,24,60,On-Track,Closed
ISSUE-77960,Retail Banking,Fraud,High,2026-05-27,87,15,Breached,In Progress
ISSUE-16399,Corporate Banking,Transaction Monitoring,Low,2026-06-12,71,60,Breached,In Progress
ISSUE-84506,Retail Banking,KYC,Low,2026-08-07,15,60,On-Track,Open
ISSUE-53244,Corporate Banking,Fraud,Medium,2026-08-19,3,30,On-Track,In Progress
ISSUE-60268,Wealth Management,AML,Low,2026-07-30,14,60,On-Track,Closed
ISSUE-91879,Corporate Banking,Sanctions,Medium,2026-06-23,60,30,Breached,In Progress
ISSUE-45127,Credit Cards,KYC,Low,2026-05-30,84,60,Breached,Open
ISSUE-39352,Wealth Management,AML,Medium,2026-08-21,29,30,On-Track,Closed
ISSUE-73736,Retail Banking,Fraud,Low,2026-07-26,27,60,On-Track,In Progress
ISSUE-61196,Corporate Banking,AML,High,2026-04-27,117,15,Breached,In Progress
ISSUE-29263,Retail Banking,Fraud,Medium,2026-08-05,17,30,On-Track,Open
ISSUE-60279,Retail Banking,Sanctions,Medium,2026-06-30,53,30,Breached,Open
ISSUE-18276,Corporate Banking,Fraud,Low,2026-07-31,22,60,On-Track,Closed
ISSUE-79838,Retail Banking,Sanctions,High,2026-07-30,23,15,Breached,In Progress
ISSUE-75719,Investment Banking,KYC,Low,2026-07-31,22,60,On-Track,Open
ISSUE-68520,Investment Banking,Fraud,Medium,2026-05-19,33,30,Breached,Closed
ISSUE-35396,Wealth Management,Fraud,Low,2026-04-27,21,60,On-Track,Closed
ISSUE-66214,Wealth Management,Transaction Monitoring,High,2026-05-03,111,15,Breached,Open
ISSUE-94513,Investment Banking,Transaction Monitoring,Low,2026-08-19,3,60,On-Track,Open
ISSUE-16415,Investment Banking,Sanctions,High,2026-05-19,95,15,Breached,Open
ISSUE-80593,Retail Banking,KYC,Low,2026-07-14,11,60,On-Track,Closed
ISSUE-48581,Wealth Management,KYC,Low,2026-08-20,2,60,On-Track,Open
ISSUE-49648,Corporate Banking,AML,Medium,2026-05-15,34,30,Breached,Closed
ISSUE-99672,Wealth Management,AML,Medium,2026-06-20,24,30,On-Track,Closed
ISSUE-88148,Corporate Banking,AML,High,2026-07-07,46,15,Breached,In Progress
ISSUE-67658,Corporate Banking,Sanctions,High,2026-06-23,60,15,Breached,Open
ISSUE-71001,Investment Banking,Fraud,High,2026-04-28,116,15,Breached,In Progress
ISSUE-98920,Corporate Banking,AML,High,2026-08-04,18,15,Breached,In Progress
ISSUE-66147,Credit Cards,AML,Medium,2026-07-30,23,30,On-Track,In Progress
ISSUE-90599,Corporate Banking,Sanctions,High,2026-07-01,4,15,On-Track,Closed
ISSUE-85257,Investment Banking,KYC,Low,2026-06-17,66,60,Breached,Open
ISSUE-86635,Corporate Banking,Transaction Monitoring,High,2026-07-16,7,15,On-Track,Closed
ISSUE-93126,Retail Banking,Fraud,Medium,2026-05-25,89,30,Breached,In Progress
ISSUE-67505,Investment Banking,AML,Medium,2026-06-07,76,30,Breached,Open
ISSUE-71962,Corporate Banking,AML,Medium,2026-06-25,58,30,Breached,In Progress
ISSUE-74237,Corporate Banking,Fraud,Low,2026-07-12,41,60,On-Track,In Progress
ISSUE-75383,Corporate Banking,Transaction Monitoring,Medium,2026-05-08,106,30,Breached,In Progress
ISSUE-41340,Wealth Management,Sanctions,Medium,2026-05-03,18,30,On-Track,Closed
ISSUE-30170,Investment Banking,Sanctions,High,2026-06-18,3,15,On-Track,Closed
ISSUE-15972,Credit Cards,KYC,Low,2026-05-05,109,60,Breached,Open
ISSUE-44326,Corporate Banking,Sanctions,High,2026-06-15,2,15,On-Track,Closed
ISSUE-59370,Credit Cards,KYC,High,2026-07-13,40,15,Breached,In Progress
ISSUE-96101,Credit Cards,Transaction Monitoring,Medium,2026-05-20,32,30,Breached,Closed
ISSUE-79996,Investment Banking,Transaction Monitoring,Low,2026-05-10,104,60,Breached,Open
ISSUE-50766,Credit Cards,KYC,Low,2026-05-31,2,60,On-Track,Closed
ISSUE-29438,Wealth Management,Fraud,High,2026-05-03,111,15,Breached,In Progress
ISSUE-89975,Wealth Management,Transaction Monitoring,Medium,2026-06-03,80,30,Breached,In Progress
ISSUE-25578,Credit Cards,Fraud,Medium,2026-05-03,111,30,Breached,In Progress
ISSUE-71778,Corporate Banking,KYC,Medium,2026-08-17,5,30,On-Track,Open
ISSUE-61191,Corporate Banking,Fraud,Low,2026-06-02,81,60,Breached,In Progress
ISSUE-89662,Investment Banking,Sanctions,Low,2026-06-28,54,60,On-Track,Closed
ISSUE-79018,Corporate Banking,Sanctions,Medium,2026-04-24,120,30,Breached,Open
ISSUE-44281,Credit Cards,Sanctions,Medium,2026-06-25,18,30,On-Track,Closed
ISSUE-33487,Retail Banking,Fraud,Medium,2026-07-01,52,30,Breached,In Progress
ISSUE-61892,Credit Cards,Sanctions,Low,2026-05-31,63,60,Breached,Closed
ISSUE-50689,Investment Banking,Transaction Monitoring,High,2026-08-11,11,15,On-Track,Open
ISSUE-24951,Retail Banking,KYC,Medium,2026-08-20,2,30,On-Track,In Progress
ISSUE-65615,Wealth Management,AML,Low,2026-05-10,104,60,Breached,Open
ISSUE-68531,Wealth Management,Sanctions,Medium,2026-07-22,31,30,Breached,Open
ISSUE-24176,Wealth Management,Transaction Monitoring,Low,2026-06-06,77,60,Breached,In Progress
ISSUE-13118,Retail Banking,KYC,Medium,2026-07-25,16,30,On-Track,Closed
ISSUE-79684,Wealth Management,Transaction Monitoring,Medium,2026-08-08,14,30,On-Track,In Progress
ISSUE-25124,Investment Banking,Transaction Monitoring,Low,2026-07-19,34,60,On-Track,Open
ISSUE-36692,Investment Banking,KYC,Medium,2026-05-18,9,30,On-Track,Closed
ISSUE-43323,Wealth Management,Transaction Monitoring,High,2026-07-31,22,15,Breached,Open
ISSUE-40596,Retail Banking,Fraud,Medium,2026-07-18,35,30,Breached,Open
ISSUE-72190,Credit Cards,Fraud,Low,2026-06-12,71,60,Breached,In Progress
ISSUE-80533,Investment Banking,Sanctions,Low,2026-07-03,50,60,On-Track,In Progress
ISSUE-88576,Retail Banking,Transaction Monitoring,Low,2026-06-30,49,60,On-Track,Closed
ISSUE-70730,Wealth Management,KYC,Medium,2026-08-06,16,30,On-Track,In Progress
ISSUE-86436,Wealth Management,KYC,Low,2026-07-05,48,60,On-Track,Open
ISSUE-24536,Retail Banking,AML,Medium,2026-08-16,6,30,On-Track,Open
ISSUE-92314,Retail Banking,KYC,High,2026-07-16,11,15,On-Track,Closed
ISSUE-92034,Retail Banking,KYC,Medium,2026-05-22,92,30,Breached,Open
ISSUE-73996,Corporate Banking,KYC,Low,2026-06-04,79,60,Breached,In Progress
ISSUE-80183,Investment Banking,Sanctions,Medium,2026-07-15,38,30,Breached,Open
ISSUE-11263,Investment Banking,Fraud,Medium,2026-06-24,11,30,On-Track,Closed
ISSUE-81338,Retail Banking,Fraud,Medium,2026-04-29,115,30,Breached,Open
ISSUE-21516,Wealth Management,Transaction Monitoring,Low,2026-06-09,74,60,Breached,Open
ISSUE-83427,Credit Cards,KYC,Medium,2026-07-14,39,30,Breached,Open
ISSUE-34539,Retail Banking,Fraud,Medium,2026-07-26,23,30,On-Track,Closed
ISSUE-13603,Credit Cards,KYC,Medium,2026-05-17,97,30,Breached,In Progress
ISSUE-63551,Investment Banking,AML,Low,2026-08-18,4,60,On-Track,Open
ISSUE-11150,Credit Cards,KYC,Low,2026-07-21,32,60,On-Track,Open
ISSUE-25413,Investment Banking,Transaction Monitoring,High,2026-05-11,103,15,Breached,Open
ISSUE-96573,Investment Banking,AML,Medium,2026-07-15,38,30,Breached,In Progress
ISSUE-41339,Retail Banking,KYC,High,2026-07-12,41,15,Breached,In Progress
ISSUE-63316,Wealth Management,AML,Medium,2026-06-05,18,30,On-Track,Closed
ISSUE-38838,Wealth Management,Sanctions,Medium,2026-05-26,88,30,Breached,In Progress
ISSUE-76447,Credit Cards,Fraud,Medium,2026-05-02,112,30,Breached,In Progress
ISSUE-28649,Corporate Banking,Transaction Monitoring,High,2026-08-04,18,15,Breached,In Progress
ISSUE-92098,Retail Banking,Sanctions,High,2026-06-22,12,15,On-Track,Closed
ISSUE-49360,Credit Cards,AML,High,2026-06-07,76,15,Breached,Open
ISSUE-29405,Investment Banking,Sanctions,Medium,2026-06-09,74,30,Breached,Open
ISSUE-35218,Retail Banking,Fraud,Low,2026-06-14,69,60,Breached,Open
ISSUE-56058,Investment Banking,KYC,Medium,2026-08-19,12,30,On-Track,Closed
ISSUE-53967,Investment Banking,AML,Medium,2026-07-12,24,30,On-Track,Closed
ISSUE-14147,Investment Banking,Sanctions,Medium,2026-06-08,23,30,On-Track,Closed
ISSUE-72050,Credit Cards,Transaction Monitoring,Low,2026-08-10,53,60,On-Track,Closed
ISSUE-96995,Credit Cards,Sanctions,Low,2026-06-28,7,60,On-Track,Closed
ISSUE-36407,Credit Cards,KYC,High,2026-07-04,49,15,Breached,Open
ISSUE-97732,Wealth Management,AML,High,2026-06-16,18,15,Breached,Closed
ISSUE-75449,Retail Banking,Transaction Monitoring,Low,2026-07-22,53,60,On-Track,Closed
ISSUE-74526,Corporate Banking,AML,Medium,2026-06-21,23,30,On-Track,Closed
ISSUE-49942,Credit Cards,KYC,Low,2026-07-31,50,60,On-Track,Closed
ISSUE-79979,Credit Cards,Fraud,Low,2026-06-14,10,60,On-Track,Closed
ISSUE-66389,Corporate Banking,KYC,Low,2026-06-05,78,60,Breached,Open
ISSUE-84940,Wealth Management,Transaction Monitoring,High,2026-07-17,3,15,On-Track,Closed
ISSUE-86699,Wealth Management,Fraud,High,2026-08-09,13,15,On-Track,In Progress
ISSUE-91993,Corporate Banking,Sanctions,Low,2026-05-26,11,60,On-Track,Closed
ISSUE-53054,Investment Banking,Transaction Monitoring,Medium,2026-06-26,23,30,On-Track,Closed
ISSUE-27738,Retail Banking,Fraud,Low,2026-05-12,102,60,Breached,Open
ISSUE-10702,Credit Cards,KYC,Low,2026-05-26,35,60,On-Track,Closed
ISSUE-99062,Investment Banking,Sanctions,Medium,2026-06-03,80,30,Breached,Open
ISSUE-10816,Investment Banking,KYC,Medium,2026-05-27,87,30,Breached,Open
ISSUE-86035,Corporate Banking,Sanctions,Medium,2026-08-04,18,30,On-Track,Open
ISSUE-35092,Investment Banking,Transaction Monitoring,Medium,2026-07-17,36,30,Breached,Open
ISSUE-85743,Wealth Management,AML,Low,2026-05-11,103,60,Breached,In Progress
ISSUE-66161,Retail Banking,Transaction Monitoring,High,2026-08-06,16,15,Breached,Open
ISSUE-61766,Corporate Banking,Transaction Monitoring,Low,2026-06-27,56,60,On-Track,Open
ISSUE-17378,Retail Banking,KYC,Low,2026-05-16,98,60,Breached,In Progress
ISSUE-56004,Credit Cards,AML,Low,2026-07-17,7,60,On-Track,Closed
ISSUE-71305,Retail Banking,Sanctions,Low,2026-06-12,48,60,On-Track,Closed
ISSUE-55695,Investment Banking,KYC,Medium,2026-07-28,31,30,Breached,Closed
ISSUE-27880,Corporate Banking,KYC,Medium,2026-05-08,106,30,Breached,In Progress
ISSUE-39552,Corporate Banking,KYC,High,2026-07-22,31,15,Breached,In Progress
ISSUE-73840,Wealth Management,AML,Low,2026-05-02,112,60,Breached,In Progress
ISSUE-42148,Retail Banking,Sanctions,Medium,2026-08-20,2,30,On-Track,Open
ISSUE-74685,Wealth Management,Sanctions,Low,2026-06-04,79,60,Breached,In Progress
ISSUE-93056,Wealth Management,Transaction Monitoring,Medium,2026-05-20,94,30,Breached,In Progress
ISSUE-96584,Wealth Management,Transaction Monitoring,Medium,2026-06-05,78,30,Breached,In Progress
ISSUE-88872,Corporate Banking,KYC,Medium,2026-07-20,19,30,On-Track,Closed
ISSUE-47000,Corporate Banking,KYC,High,2026-05-30,16,15,Breached,Closed
ISSUE-24102,Wealth Management,Fraud,Low,2026-06-20,12,60,On-Track,Closed
ISSUE-52579,Wealth Management,AML,Low,2026-07-01,52,60,On-Track,Open
ISSUE-53326,Retail Banking,KYC,Low,2026-07-10,43,60,On-Track,In Progress
ISSUE-63021,Corporate Banking,Transaction Monitoring,Low,2026-06-29,3,60,On-Track,Closed
ISSUE-19748,Wealth Management,Transaction Monitoring,Low,2026-06-16,67,60,Breached,In Progress
ISSUE-55601,Credit Cards,Fraud,Medium,2026-07-01,52,30,Breached,In Progress
ISSUE-93661,Wealth Management,Transaction Monitoring,High,2026-05-18,96,15,Breached,In Progress
ISSUE-72639,Corporate Banking,AML,Low,2026-07-23,30,60,On-Track,In Progress
ISSUE-95029,Corporate Banking,Transaction Monitoring,High,2026-06-16,67,15,Breached,Open
ISSUE-73372,Credit Cards,AML,High,2026-08-11,5,15,On-Track,Closed
ISSUE-45350,Investment Banking,Sanctions,Low,2026-07-06,47,60,On-Track,In Progress
ISSUE-11046,Wealth Management,AML,High,2026-08-03,19,15,Breached,Open
ISSUE-11649,Corporate Banking,Transaction Monitoring,High,2026-05-04,110,15,Breached,Open
ISSUE-95249,Corporate Banking,Sanctions,Medium,2026-06-17,10,30,On-Track,Closed
ISSUE-31258,Retail Banking,Transaction Monitoring,Medium,2026-06-22,61,30,Breached,In Progress
ISSUE-92285,Corporate Banking,Sanctions,Medium,2026-05-25,89,30,Breached,In Progress
ISSUE-39619,Corporate Banking,Transaction Monitoring,Low,2026-08-14,9,60,On-Track,Closed
ISSUE-97409,Investment Banking,Transaction Monitoring,Low,2026-04-29,115,60,Breached,In Progress
ISSUE-49476,Wealth Management,Transaction Monitoring,High,2026-07-16,37,15,Breached,Open
ISSUE-95827,Wealth Management,Fraud,Low,2026-08-15,7,60,On-Track,In Progress
ISSUE-53709,Investment Banking,Fraud,Medium,2026-08-14,8,30,On-Track,In Progress
ISSUE-80327,Corporate Banking,Sanctions,High,2026-06-06,77,15,Breached,Open
ISSUE-85924,Retail Banking,AML,Low,2026-07-05,48,60,On-Track,In Progress
ISSUE-84981,Investment Banking,Sanctions,Low,2026-07-15,38,60,On-Track,Open
ISSUE-93442,Corporate Banking,AML,Medium,2026-07-28,25,30,On-Track,Open
ISSUE-72057,Credit Cards,KYC,High,2026-07-19,15,15,On-Track,Closed
ISSUE-88055,Wealth Management,KYC,Medium,2026-06-08,15,30,On-Track,Closed
ISSUE-44149,Wealth Management,Fraud,Medium,2026-05-29,85,30,Breached,In Progress
ISSUE-67728,Retail Banking,Transaction Monitoring,Medium,2026-07-19,19,30,On-Track,Closed
ISSUE-32750,Wealth Management,Transaction Monitoring,High,2026-07-31,22,15,Breached,In Progress
ISSUE-17467,Wealth Management,Transaction Monitoring,High,2026-05-18,96,15,Breached,Open
ISSUE-69813,Wealth Management,Sanctions,Low,2026-06-14,69,60,Breached,Open
ISSUE-11481,Retail Banking,AML,Medium,2026-08-16,6,30,On-Track,Open
ISSUE-47451,Wealth Management,Transaction Monitoring,Low,2026-06-30,53,60,On-Track,Open
ISSUE-62897,Credit Cards,AML,High,2026-05-11,103,15,Breached,Open
ISSUE-68288,Investment Banking,Sanctions,Medium,2026-05-26,6,30,On-Track,Closed
ISSUE-77728,Corporate Banking,Fraud,Low,2026-08-21,35,60,On-Track,Closed
ISSUE-36852,Retail Banking,Transaction Monitoring,Low,2026-07-01,52,60,On-Track,Open
ISSUE-97543,Investment Banking,AML,High,2026-07-31,22,15,Breached,Open
ISSUE-47192,Corporate Banking,AML,High,2026-07-26,27,15,Breached,In Progress
ISSUE-59023,Credit Cards,KYC,High,2026-08-17,19,15,Breached,Closed
ISSUE-80256,Investment Banking,Fraud,High,2026-07-09,20,15,Breached,Closed
ISSUE-77123,Corporate Banking,Transaction Monitoring,Medium,2026-08-06,18,30,On-Track,Closed
ISSUE-48960,Retail Banking,Fraud,High,2026-06-18,8,15,On-Track,Closed
ISSUE-33136,Corporate Banking,Transaction Monitoring,Low,2026-06-17,66,60,Breached,In Progress
ISSUE-62247,Investment Banking,Fraud,Medium,2026-08-12,10,30,On-Track,Open
ISSUE-66511,Retail Banking,Transaction Monitoring,High,2026-05-31,83,15,Breached,Open
ISSUE-78985,Retail Banking,AML,Medium,2026-06-12,71,30,Breached,In Progress
ISSUE-62034,Wealth Management,Fraud,Low,2026-04-24,120,60,Breached,Open
ISSUE-23316,Corporate Banking,Sanctions,Low,2026-07-04,24,60,On-Track,Closed
ISSUE-49776,Wealth Management,Transaction Monitoring,Low,2026-07-29,24,60,On-Track,Open
ISSUE-65808,Credit Cards,KYC,Low,2026-05-07,107,60,Breached,Open
ISSUE-78468,Investment Banking,Transaction Monitoring,High,2026-07-17,36,15,Breached,In Progress
ISSUE-45759,Retail Banking,Fraud,Low,2026-05-05,109,60,Breached,In Progress
ISSUE-46868,Retail Banking,AML,Medium,2026-07-19,34,30,Breached,Open
ISSUE-32910,Retail Banking,Sanctions,Low,2026-06-15,47,60,On-Track,Closed
ISSUE-25411,Wealth Management,Sanctions,Medium,2026-08-16,16,30,On-Track,Closed
ISSUE-14138,Wealth Management,Sanctions,High,2026-08-02,20,15,Breached,In Progress
ISSUE-62315,Investment Banking,Sanctions,High,2026-07-07,46,15,Breached,In Progress
ISSUE-86797,Credit Cards,KYC,Low,2026-07-07,46,60,On-Track,In Progress
ISSUE-20762,Corporate Banking,KYC,Low,2026-08-10,40,60,On-Track,Closed
ISSUE-84177,Corporate Banking,AML,Low,2026-06-09,74,60,Breached,In Progress
